DestinationID,Name,State,Type,Popularity,BestTimeToVisit,latitude,longitude,visit_duration,rating,num_reviews
17,Goa Beaches,Goa,Beach,7.524150401549511,Nov-Mar,6.224624224295954,-75.61314246548726,111,3.531165665917212,677
18,Jaipur City,Rajasthan,City,8.332572923728481,Oct-Mar,6.246675643163224,-75.57440547694473,86,3.035104726733258,282
19,Kerala Backwaters,Kerala,Nature,9.01709023649701,Sep-Mar,6.237394501864212,-75.53965117024119,50,3.5866172215611294,15
20,Leh Ladakh,Jammu and Kashmir,Adventure,8.930902395039807,Apr-Jun,6.223322914019804,-75.62780540214142,97,4.546283747837343,156
21,Taj Mahal,Uttar Pradesh,Historical,9.321865627407217,Nov-Feb,6.255385289472238,-75.56145797327531,79,4.035921055425158,193
22,Goa Beaches,Goa,Beach,7.745073501266791,Nov-Mar,6.208149386065204,-75.60146509926274,62,3.696191186336576,37
23,Jaipur City,Rajasthan,City,7.883349652185746,Oct-Mar,6.223414464853522,-75.53876038046235,120,3.7434785898126606,971
24,Kerala Backwaters,Kerala,Nature,9.182423104129008,Sep-Mar,6.23083618432937,-75.53409417548346,36,3.0027072514309365,559
25,Leh Ladakh,Jammu and Kashmir,Adventure,9.416526131108329,Apr-Jun,6.239806998421704,-75.53677335108866,99,3.5996010551304716,128
26,Taj Mahal,Uttar Pradesh,Historical,9.088205553232354,Nov-Feb,6.272717596139302,-75.58377857833425,44,4.292917483275861,302
27,Goa Beaches,Goa,Beach,7.504499933755479,Nov-Mar,6.214167378215836,-75.54499573490106,111,4.9483888876327145,380
28,Jaipur City,Rajasthan,City,8.471855314612888,Oct-Mar,6.245623443841361,-75.54674506014649,61,4.694121653967799,253
29,Kerala Backwaters,Kerala,Nature,8.320514389999829,Sep-Mar,6.253441456886204,-75.59928995267568,104,3.0471899292910583,589
30,Leh Ladakh,Jammu and Kashmir,Adventure,7.930637906720852,Apr-Jun,6.1988450412719995,-75.54830845258493,49,4.797121209349679,735
31,Taj Mahal,Uttar Pradesh,Historical,8.534267493855534,Nov-Feb,6.254954485190144,-75.62749923652845,117,4.566396826597252,227
32,Goa Beaches,Goa,Beach,7.8063301955187105,Nov-Mar,6.211252412368729,-75.57157301215179,44,4.560752247141961,186
33,Jaipur City,Rajasthan,City,7.684440449007848,Oct-Mar,6.200705159298528,-75.60819911627122,77,3.915991518007143,308
34,Kerala Backwaters,Kerala,Nature,8.206055639263237,Sep-Mar,6.289088553725334,-75.61914331142226,100,3.7960105859090056,685
35,Leh Ladakh,Jammu and Kashmir,Adventure,8.115627955366532,Apr-Jun,6.290763203307456,-75.62350467983707,50,3.605831457666385,67
36,Taj Mahal,Uttar Pradesh,Historical,8.152769658316458,Nov-Feb,6.275039734811647,-75.56157112241218,71,3.1313897179087316,278
37,Goa Beaches,Goa,Beach,8.874757885859394,Nov-Mar,6.224661376917338,-75.59721250362318,55,3.456470726987398,317
38,Jaipur City,Rajasthan,City,9.458687607787096,Oct-Mar,6.203967211400639,-75.55872332284711,43,3.4932072699560495,579
39,Kerala Backwaters,Kerala,Nature,9.276722027226734,Sep-Mar,6.262623302651216,-75.6246643659201,86,3.9681541394204034,297
40,Leh Ladakh,Jammu and Kashmir,Adventure,9.451473447708324,Apr-Jun,6.23821524937396,-75.59967096621693,66,4.494888813193388,986
41,Taj Mahal,Uttar Pradesh,Historical,9.45205627034071,Nov-Feb,6.206403823484478,-75.57725087076246,87,3.947619656795893,114
42,Goa Beaches,Goa,Beach,8.854828172623169,Nov-Mar,6.243717691011128,-75.5521276835161,50,3.115688898894321,237
43,Jaipur City,Rajasthan,City,8.935833780679161,Oct-Mar,6.197638852111522,-75.5993247497068,111,4.9155796019764075,256
44,Kerala Backwaters,Kerala,Nature,8.844208014043545,Sep-Mar,6.285132040207879,-75.5686108623563,98,4.885448638188224,709
45,Leh Ladakh,Jammu and Kashmir,Adventure,8.987615299121257,Apr-Jun,6.220077998160002,-75.54260222517638,32,4.570379086296817,503
46,Taj Mahal,Uttar Pradesh,Historical,8.66663306287539,Nov-Feb,6.2604522284353985,-75.56961368118176,116,4.982655803128441,92
47,Goa Beaches,Goa,Beach,7.726020724706562,Nov-Mar,6.225371107608941,-75.60790405252463,119,4.088964665600526,195
48,Jaipur City,Rajasthan,City,9.072662351480414,Oct-Mar,6.246206802117781,-75.62875992184433,66,4.925536700506412,261
49,Kerala Backwaters,Kerala,Nature,8.0159728308643,Sep-Mar,6.248871027934328,-75.5441901126099,117,3.1512100812335015,364
50,Leh Ladakh,Jammu and Kashmir,Adventure,8.18047732584072,Apr-Jun,6.212685445552553,-75.62907305891495,78,3.7313614965227426,759
51,Taj Mahal,Uttar Pradesh,Historical,8.329362264700663,Nov-Feb,6.291158462776456,-75.54372983273157,48,3.4507625360135314,881
52,Goa Beaches,Goa,Beach,8.298754590990846,Nov-Mar,6.271713282336112,-75.57830628659727,118,3.3916661682685403,705
53,Jaipur City,Rajasthan,City,8.399568313158765,Oct-Mar,6.288149894156419,-75.5372932301487,114,3.281605897785352,805
54,Kerala Backwaters,Kerala,Nature,8.116931496368345,Sep-Mar,6.283682735042765,-75.55132167642263,41,4.244827283131993,906
55,Leh Ladakh,Jammu and Kashmir,Adventure,7.560629646730556,Apr-Jun,6.253989997881109,-75.53140658894667,90,4.56264371149461,947
56,Taj Mahal,Uttar Pradesh,Historical,8.77933917498307,Nov-Feb,6.286387423502312,-75.59612881845483,70,4.156596798840721,219
57,Goa Beaches,Goa,Beach,8.061326287087322,Nov-Mar,6.203049250205192,-75.55448117110689,62,3.2939254191764196,825
58,Jaipur City,Rajasthan,City,8.648115222412239,Oct-Mar,6.213798286241914,-75.59100690863907,79,4.622247539866942,817
59,Kerala Backwaters,Kerala,Nature,9.490122865222292,Sep-Mar,6.198722728891054,-75.5832124379696,97,4.271909414327457,618
60,Leh Ladakh,Jammu and Kashmir,Adventure,8.090294276209098,Apr-Jun,6.226733033076327,-75.56844945367816,100,3.776331412253991,456
61,Taj Mahal,Uttar Pradesh,Historical,9.255411351531992,Nov-Feb,6.2330677289689485,-75.54383228858136,115,4.348260591072126,469
62,Goa Beaches,Goa,Beach,9.379786903532915,Nov-Mar,6.2213349031773895,-75.53279165308007,62,3.5198099584856655,977
63,Jaipur City,Rajasthan,City,9.202094230781736,Oct-Mar,6.277073750915193,-75.55437265861354,110,3.690384416988421,481
64,Kerala Backwaters,Kerala,Nature,7.995381521960635,Sep-Mar,6.2298753326693594,-75.58942332178326,53,4.83497168626398,729
65,Leh Ladakh,Jammu and Kashmir,Adventure,8.264285623199319,Apr-Jun,6.222293450968738,-75.58906429977229,90,3.5810090113428408,379
66,Taj Mahal,Uttar Pradesh,Historical,8.657185750902032,Nov-Feb,6.248469608315825,-75.5574417698411,90,3.939976536315873,909
67,Goa Beaches,Goa,Beach,7.593468221686345,Nov-Mar,6.208292422497476,-75.60732228542317,57,4.780282274792029,943
68,Jaipur City,Rajasthan,City,7.599766915318256,Oct-Mar,6.274419698075405,-75.62015258868685,87,4.4154427005350545,501
69,Kerala Backwaters,Kerala,Nature,9.251449511759905,Sep-Mar,6.201655064367977,-75.59573778423592,72,3.1244064523294055,932
70,Leh Ladakh,Jammu and Kashmir,Adventure,8.302199786049163,Apr-Jun,6.292888693660052,-75.6024761008346,70,3.2946060885579405,146
71,Taj Mahal,Uttar Pradesh,Historical,7.918856059125499,Nov-Feb,6.271424476929666,-75.6015691879544,68,3.0156831815438334,376
72,Goa Beaches,Goa,Beach,9.49812898326928,Nov-Mar,6.214071568153417,-75.607839224895,115,4.261843580458327,921
73,Jaipur City,Rajasthan,City,9.365362186929548,Oct-Mar,6.194752211712361,-75.62699068103636,78,3.895346850820837,193
74,Kerala Backwaters,Kerala,Nature,8.61852560875922,Sep-Mar,6.275746142845484,-75.62941260652666,46,3.268549701804551,597
75,Leh Ladakh,Jammu and Kashmir,Adventure,8.051674304536373,Apr-Jun,6.2648857343847615,-75.5324277610264,99,4.915868242113541,296
76,Taj Mahal,Uttar Pradesh,Historical,9.019776840711156,Nov-Feb,6.267100716804099,-75.58842268662642,99,4.05931944789124,481
77,Goa Beaches,Goa,Beach,8.72436552320658,Nov-Mar,6.2713270346685945,-75.59276733528402,94,3.4837865882257786,384
78,Jaipur City,Rajasthan,City,8.697245496090385,Oct-Mar,6.201604465173409,-75.56323527173069,103,4.001207142309415,663
79,Kerala Backwaters,Kerala,Nature,8.48262944456915,Sep-Mar,6.230046572854428,-75.60937461121348,114,4.359240665470216,758
80,Leh Ladakh,Jammu and Kashmir,Adventure,9.167168852535996,Apr-Jun,6.205786905952513,-75.53620388160498,34,3.152478435947129,546
81,Taj Mahal,Uttar Pradesh,Historical,8.113730398100675,Nov-Feb,6.28051034258756,-75.55256549855844,31,3.549407630095784,520
82,Goa Beaches,Goa,Beach,8.067416540924038,Nov-Mar,6.256529812682756,-75.62225889976877,51,4.613930981767988,811
83,Jaipur City,Rajasthan,City,9.25520276869782,Oct-Mar,6.227289802485265,-75.5894419224215,86,3.9193297408053223,588
84,Kerala Backwaters,Kerala,Nature,9.33374854303011,Sep-Mar,6.200555835028602,-75.54328816924378,95,4.09315428406459,259
85,Leh Ladakh,Jammu and Kashmir,Adventure,7.877439168200071,Apr-Jun,6.225298232171566,-75.53672679777085,103,3.8656320044189387,929
86,Taj Mahal,Uttar Pradesh,Historical,8.093807911279,Nov-Feb,6.226718332202675,-75.58445984887501,45,3.0877998852860102,519
87,Goa Beaches,Goa,Beach,8.322799778823294,Nov-Mar,6.267160617833807,-75.56985886107893,80,3.331499559640312,639
88,Jaipur City,Rajasthan,City,9.018383603515831,Oct-Mar,6.257955747135521,-75.61449660539078,68,3.891083277483782,82
89,Kerala Backwaters,Kerala,Nature,8.686130970942902,Sep-Mar,6.282921274257633,-75.5320831373863,115,3.418370930815856,291
90,Leh Ladakh,Jammu and Kashmir,Adventure,7.864848872360961,Apr-Jun,6.241421492516195,-75.60803282986166,105,3.0999580573193573,925
91,Taj Mahal,Uttar Pradesh,Historical,8.775155892425978,Nov-Feb,6.206159424593831,-75.53692682258648,117,4.687299328103648,969
92,Goa Beaches,Goa,Beach,7.842354721882594,Nov-Mar,6.2655244787223,-75.56623533510076,69,4.962385058328231,369
93,Jaipur City,Rajasthan,City,9.116298424696906,Oct-Mar,6.27027850486169,-75.57042632051211,67,4.586285747993479,19
94,Kerala Backwaters,Kerala,Nature,7.678657960181018,Sep-Mar,6.25032771975695,-75.57993114889834,89,4.707569843409334,220
95,Leh Ladakh,Jammu and Kashmir,Adventure,8.18716561676901,Apr-Jun,6.271296717995456,-75.60813301882823,88,3.483954260634091,844
96,Taj Mahal,Uttar Pradesh,Historical,8.984287702263758,Nov-Feb,6.243579559636439,-75.61354719679944,39,4.921253951026399,161
97,Goa Beaches,Goa,Beach,8.882535315140167,Nov-Mar,6.2464732829382,-75.60915137909298,93,3.3938514089068565,14
98,Jaipur City,Rajasthan,City,7.511446246886857,Oct-Mar,6.236954101835855,-75.61255617378556,92,4.902859620723665,204
99,Kerala Backwaters,Kerala,Nature,8.154277486295694,Sep-Mar,6.19674191267441,-75.55324155264331,78,4.989638587931902,963
100,Leh Ladakh,Jammu and Kashmir,Adventure,8.55062227154497,Apr-Jun,6.204989142699331,-75.59618747408332,93,4.423445611492097,292
101,Taj Mahal,Uttar Pradesh,Historical,9.35787687156371,Nov-Feb,6.1973429185686735,-75.62541573234365,61,4.962287463583644,473
102,Goa Beaches,Goa,Beach,7.901206474541698,Nov-Mar,6.257841041126378,-75.53428973698591,36,4.139079559134207,122
103,Jaipur City,Rajasthan,City,9.293866271159713,Oct-Mar,6.225635598107633,-75.54282141150365,50,3.5190835663521804,280
104,Kerala Backwaters,Kerala,Nature,9.032056856576263,Sep-Mar,6.245057069116471,-75.53842477168047,49,3.8739917713312417,172
105,Leh Ladakh,Jammu and Kashmir,Adventure,9.367695620218187,Apr-Jun,6.284956647392609,-75.53170921773535,55,4.187121870757572,469
106,Taj Mahal,Uttar Pradesh,Historical,8.494823560399388,Nov-Feb,6.219129222914888,-75.61381047507804,97,3.1461631240540298,114
107,Goa Beaches,Goa,Beach,8.670099991881528,Nov-Mar,6.235238292303563,-75.59157579810973,115,4.244686529234492,702
108,Jaipur City,Rajasthan,City,8.180179995253692,Oct-Mar,6.2697551138543055,-75.55537615242959,44,4.9623556735245895,565
109,Kerala Backwaters,Kerala,Nature,8.024075275103758,Sep-Mar,6.2170798165491625,-75.56159793819462,114,3.380215299567455,291
110,Leh Ladakh,Jammu and Kashmir,Adventure,8.885980061188206,Apr-Jun,6.2018979909828795,-75.615810409366,108,4.585190232576767,696
111,Taj Mahal,Uttar Pradesh,Historical,8.979764648904338,Nov-Feb,6.223175145291377,-75.54961668750093,115,4.8157975875592385,171
112,Goa Beaches,Goa,Beach,8.196505600821453,Nov-Mar,6.210322128725401,-75.60875594281633,43,4.887403185640442,992
113,Jaipur City,Rajasthan,City,7.576534512918616,Oct-Mar,6.287169765234258,-75.60881823851773,56,4.920271208810894,360
114,Kerala Backwaters,Kerala,Nature,9.46714704036077,Sep-Mar,6.275012037956442,-75.57750255771066,69,4.042919277442944,443
115,Leh Ladakh,Jammu and Kashmir,Adventure,8.717346793179837,Apr-Jun,6.257540375651042,-75.57190600651583,87,4.954615815983008,861
116,Taj Mahal,Uttar Pradesh,Historical,8.636073233725135,Nov-Feb,6.281346059018772,-75.57319137921621,57,4.514620414268878,149
117,Goa Beaches,Goa,Beach,9.21979801445382,Nov-Mar,6.274567207689912,-75.62205131626023,55,3.3233428724739236,480
118,Jaipur City,Rajasthan,City,7.69898565359074,Oct-Mar,6.212857005888604,-75.54345391373695,92,3.95380021293594,141
119,Kerala Backwaters,Kerala,Nature,8.953643159740016,Sep-Mar,6.283455899848998,-75.60463999574112,95,4.436662350744008,96
120,Leh Ladakh,Jammu and Kashmir,Adventure,7.928950861748308,Apr-Jun,6.248134224191565,-75.61824850787171,54,3.4946806316381664,697
121,Taj Mahal,Uttar Pradesh,Historical,8.624112218256297,Nov-Feb,6.2749440155164065,-75.5423251920131,32,4.281230367097775,192
122,Goa Beaches,Goa,Beach,7.791202932648026,Nov-Mar,6.283809129992349,-75.53563485017702,101,4.333200958093238,377
123,Jaipur City,Rajasthan,City,9.31595003961975,Oct-Mar,6.226000347497187,-75.54498723827345,73,3.3253994876171316,138
124,Kerala Backwaters,Kerala,Nature,7.921320004258767,Sep-Mar,6.205205192452768,-75.55024839252751,71,4.130170624905513,255
125,Leh Ladakh,Jammu and Kashmir,Adventure,8.13647203127079,Apr-Jun,6.2169935162541945,-75.5656758019361,35,4.543253821957215,610
126,Taj Mahal,Uttar Pradesh,Historical,8.271757062443388,Nov-Feb,6.236910778862626,-75.57611426293909,68,3.997791329071884,587
127,Goa Beaches,Goa,Beach,8.132745077467629,Nov-Mar,6.276001476592249,-75.62250132400885,81,3.024206233552215,679
128,Jaipur City,Rajasthan,City,7.513479447324053,Oct-Mar,6.280273058325634,-75.59035467869293,52,3.0180769381585844,908
129,Kerala Backwaters,Kerala,Nature,9.066328357904666,Sep-Mar,6.194895213053119,-75.59393114829876,118,3.7140586879400246,387
130,Leh Ladakh,Jammu and Kashmir,Adventure,9.46063445778344,Apr-Jun,6.245274730257757,-75.60522462162396,79,4.8523881368635635,158
131,Taj Mahal,Uttar Pradesh,Historical,8.853926858989041,Nov-Feb,6.235941100314878,-75.55885798863113,72,3.4573535592072178,994
132,Goa Beaches,Goa,Beach,8.188672007745929,Nov-Mar,6.216410781047073,-75.58161242649211,48,4.2687273777433745,861
133,Jaipur City,Rajasthan,City,7.813559346844389,Oct-Mar,6.206186536733369,-75.62309537840923,98,3.444151741386641,442
134,Kerala Backwaters,Kerala,Nature,7.743269418238725,Sep-Mar,6.227961517140363,-75.60918167980502,80,3.643339979319097,637
135,Leh Ladakh,Jammu and Kashmir,Adventure,9.398122784522716,Apr-Jun,6.288490970391252,-75.56287412363403,40,4.696084179202968,735
136,Taj Mahal,Uttar Pradesh,Historical,8.15356207947505,Nov-Feb,6.226520293202076,-75.62358691405096,41,4.457722884539894,478
137,Goa Beaches,Goa,Beach,8.863570277264008,Nov-Mar,6.246079062174337,-75.54607930859513,103,3.1907985546264213,455
138,Jaipur City,Rajasthan,City,9.195643436953048,Oct-Mar,6.264501895889518,-75.5816853472986,37,3.8574040419728672,490
139,Kerala Backwaters,Kerala,Nature,8.426322913287258,Sep-Mar,6.23056296023793,-75.58314134226733,53,3.0583395272905287,893
140,Leh Ladakh,Jammu and Kashmir,Adventure,8.907807740975244,Apr-Jun,6.291378208272096,-75.57195922153404,70,3.9617802932060178,303
141,Taj Mahal,Uttar Pradesh,Historical,7.618133331669091,Nov-Feb,6.290444729494212,-75.54873190340749,65,4.324868023402136,774
142,Goa Beaches,Goa,Beach,7.601039201109356,Nov-Mar,6.219378229582537,-75.59641907920978,114,3.2370052471963033,152
143,Jaipur City,Rajasthan,City,8.299735698712732,Oct-Mar,6.243924850589239,-75.56339838474409,101,3.5777698778183313,259
144,Kerala Backwaters,Kerala,Nature,7.8305412284530735,Sep-Mar,6.224287830981678,-75.57462680360041,84,3.795673251004314,887
145,Leh Ladakh,Jammu and Kashmir,Adventure,9.388011428887994,Apr-Jun,6.222684049437747,-75.60449717298306,38,4.8390620493120995,957
146,Taj Mahal,Uttar Pradesh,Historical,8.373844119971205,Nov-Feb,6.197888694735454,-75.54333700136448,76,4.986510030845928,984
147,Goa Beaches,Goa,Beach,7.770934466715671,Nov-Mar,6.25515643339799,-75.5514573978393,44,3.0898225979912315,311
148,Jaipur City,Rajasthan,City,7.69274109154765,Oct-Mar,6.244467902322886,-75.56535481653415,77,4.522015846990784,34
149,Kerala Backwaters,Kerala,Nature,7.812523860815096,Sep-Mar,6.1993478751249995,-75.54614182709057,111,3.7434481328046862,798
150,Leh Ladakh,Jammu and Kashmir,Adventure,8.863872329774836,Apr-Jun,6.222064646423662,-75.54447057990402,71,3.78491637245896,993
151,Taj Mahal,Uttar Pradesh,Historical,9.450175079123191,Nov-Feb,6.285026588596666,-75.56036370232849,89,4.508529946694045,898
152,Goa Beaches,Goa,Beach,9.000248319359416,Nov-Mar,6.218156189066698,-75.54749866716362,113,4.836852864290817,899
153,Jaipur City,Rajasthan,City,9.072635913777948,Oct-Mar,6.2086894872091225,-75.56145285383306,99,4.901857189005097,910
154,Kerala Backwaters,Kerala,Nature,9.48479754719289,Sep-Mar,6.243145276027756,-75.56318592282396,41,4.154245172076641,79
155,Leh Ladakh,Jammu and Kashmir,Adventure,7.933121408559026,Apr-Jun,6.29276504541106,-75.56933886217848,31,3.7142423186010056,634
156,Taj Mahal,Uttar Pradesh,Historical,8.96758311752555,Nov-Feb,6.21840552715115,-75.55592833604423,36,4.575098171717558,884
157,Goa Beaches,Goa,Beach,7.607643334351276,Nov-Mar,6.261413554740588,-75.61533948947068,109,3.5020027665246003,121
158,Jaipur City,Rajasthan,City,8.533439718586166,Oct-Mar,6.270361961532872,-75.5431129240801,32,4.128148057667035,373
159,Kerala Backwaters,Kerala,Nature,8.017566360422618,Sep-Mar,6.21796375439924,-75.54401564722548,32,3.717156923049746,312
160,Leh Ladakh,Jammu and Kashmir,Adventure,8.0366846404497,Apr-Jun,6.2670216348611865,-75.62827527169654,56,4.313262147415752,480
161,Taj Mahal,Uttar Pradesh,Historical,7.738547101644033,Nov-Feb,6.230978313271925,-75.54861832494352,69,3.480797825787014,973
162,Goa Beaches,Goa,Beach,7.5447704698175055,Nov-Mar,6.257430583059358,-75.61831301325265,62,3.3831858914696515,100
163,Jaipur City,Rajasthan,City,8.168780568830128,Oct-Mar,6.257552971076089,-75.59768811457408,30,4.836478173350875,539
164,Kerala Backwaters,Kerala,Nature,7.81836693407545,Sep-Mar,6.247777468407476,-75.55684917437084,37,3.2036073658990736,670
165,Leh Ladakh,Jammu and Kashmir,Adventure,7.554650204523121,Apr-Jun,6.203228977005441,-75.61512401039516,61,4.011915815469863,997
166,Taj Mahal,Uttar Pradesh,Historical,7.967520190746358,Nov-Feb,6.277730249558924,-75.54940329758809,77,3.441705565926018,748
167,Goa Beaches,Goa,Beach,9.1852981894065,Nov-Mar,6.226278006497174,-75.54798658220422,33,3.077859926651335,735
168,Jaipur City,Rajasthan,City,7.634504263080543,Oct-Mar,6.212851851039986,-75.58045322662392,99,3.072037636582853,881
169,Kerala Backwaters,Kerala,Nature,7.686748942635202,Sep-Mar,6.1982775141554765,-75.63056141282831,48,3.3504435442116547,672
170,Leh Ladakh,Jammu and Kashmir,Adventure,7.848982805962368,Apr-Jun,6.253289294318824,-75.6024961866825,61,4.733540709012001,201
171,Taj Mahal,Uttar Pradesh,Historical,7.721043377213922,Nov-Feb,6.261956436184229,-75.56950730816241,38,3.5649574879540533,972
172,Goa Beaches,Goa,Beach,9.486279939461564,Nov-Mar,6.195858782892786,-75.53308138219725,41,4.900918341150591,561
173,Jaipur City,Rajasthan,City,7.722252209890692,Oct-Mar,6.245409305829928,-75.56801864729833,40,4.163244585978387,251
174,Kerala Backwaters,Kerala,Nature,8.360692114959477,Sep-Mar,6.216849577519794,-75.60521964189358,75,3.873228379537532,147
175,Leh Ladakh,Jammu and Kashmir,Adventure,8.866219313947683,Apr-Jun,6.258717279040945,-75.56779942969004,45,4.160177669338909,354
176,Taj Mahal,Uttar Pradesh,Historical,8.165093921735247,Nov-Feb,6.211636642900499,-75.57720146202841,30,4.033396770452535,189
177,Goa Beaches,Goa,Beach,9.446896779006565,Nov-Mar,6.263293773810247,-75.55321546048488,92,4.51755250751465,721
178,Jaipur City,Rajasthan,City,8.544351694378236,Oct-Mar,6.232873534630054,-75.6205019361173,50,3.5649921319457043,512
179,Kerala Backwaters,Kerala,Nature,8.299149270820505,Sep-Mar,6.287872998873674,-75.55509720974979,59,3.706100783200605,212
180,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134430685,Apr-Jun,6.207952094414599,-75.57707334213238,42,4.788188605066502,582
181,Taj Mahal,Uttar Pradesh,Historical,9.236840653145723,Nov-Feb,6.228306635105026,-75.53490079961409,63,4.8929130263008105,201
182,Goa Beaches,Goa,Beach,8.332585021952074,Nov-Mar,6.205547352124059,-75.59701278339612,33,4.785116454972949,14
183,Jaipur City,Rajasthan,City,8.872498743885908,Oct-Mar,6.286669361827856,-75.5679378106866,57,3.8388959879146274,899
184,Kerala Backwaters,Kerala,Nature,7.816345212118861,Sep-Mar,6.281933935338098,-75.53799718944899,88,4.560731006013763,246
185,Leh Ladakh,Jammu and Kashmir,Adventure,8.242881342868039,Apr-Jun,6.219994162771516,-75.62094902720092,56,3.9526714666021974,702
186,Taj Mahal,Uttar Pradesh,Historical,8.118994457168691,Nov-Feb,6.260198404603418,-75.53747715127635,98,3.9950797042922046,320
187,Goa Beaches,Goa,Beach,8.843079930515232,Nov-Mar,6.275922220020122,-75.56241142776992,54,3.4093602181145677,558
188,Jaipur City,Rajasthan,City,8.202625978518912,Oct-Mar,6.249720081159946,-75.62441629408949,32,4.182260606517033,65
189,Kerala Backwaters,Kerala,Nature,8.649611762507414,Sep-Mar,6.247165057835601,-75.60110364330531,97,3.3722717955066956,452
190,Leh Ladakh,Jammu and Kashmir,Adventure,9.150588626183191,Apr-Jun,6.218385229090045,-75.56038279113547,54,3.6631293981343873,246
191,Taj Mahal,Uttar Pradesh,Historical,8.072256876114661,Nov-Feb,6.20351027678059,-75.62446493985311,49,4.71006040323987,879
192,Goa Beaches,Goa,Beach,8.419905788920559,Nov-Mar,6.283921575795333,-75.57298295398236,63,3.4141516184217107,870
193,Jaipur City,Rajasthan,City,7.672819736516948,Oct-Mar,6.284241805716333,-75.5966116943047,55,3.142316570346866,206
194,Kerala Backwaters,Kerala,Nature,7.764994888805412,Sep-Mar,6.257510145727327,-75.56910844822325,34,3.1380151852256324,594
195,Leh Ladakh,Jammu and Kashmir,Adventure,9.09297245471366,Apr-Jun,6.22810297910487,-75.62662579661874,90,4.881569041006216,580
196,Taj Mahal,Uttar Pradesh,Historical,8.393643741715653,Nov-Feb,6.229120957461267,-75.54404631938476,38,4.01384087592367,761
197,Goa Beaches,Goa,Beach,9.433855269535494,Nov-Mar,6.266795567887024,-75.53385110308226,79,3.8188241436340364,523
198,Jaipur City,Rajasthan,City,8.25589320047637,Oct-Mar,6.283911025995258,-75.53431221447143,35,4.621757162015837,458
199,Kerala Backwaters,Kerala,Nature,9.112874173872637,Sep-Mar,6.282908642426512,-75.55623481682571,112,4.6716518558210325,369
200,Leh Ladakh,Jammu and Kashmir,Adventure,7.77167518972464,Apr-Jun,6.272187554585763,-75.61819137598694,89,3.664382066231209,709
201,Taj Mahal,Uttar Pradesh,Historical,7.653509093644129,Nov-Feb,6.258403164615429,-75.55537368040709,73,4.387236114947591,828
202,Goa Beaches,Goa,Beach,8.24671865641993,Nov-Mar,6.2026139964995055,-75.62874130835411,40,4.542245631703773,39
203,Jaipur City,Rajasthan,City,9.04284018561824,Oct-Mar,6.210362871409462,-75.6289876448471,95,4.309301373731909,788
204,Kerala Backwaters,Kerala,Nature,7.96348370355229,Sep-Mar,6.2840554188527085,-75.59883897808504,76,3.3031901496001987,997
205,Leh Ladakh,Jammu and Kashmir,Adventure,8.456754675076878,Apr-Jun,6.254842905965959,-75.58233568095953,102,4.7517661670341145,117
206,Taj Mahal,Uttar Pradesh,Historical,9.282226276103572,Nov-Feb,6.195119705161663,-75.55415925821922,114,4.078189105472017,853
207,Goa Beaches,Goa,Beach,8.560557283746103,Nov-Mar,6.204347154286603,-75.56287046233935,117,3.564944852740007,944
